Week,Static F1,Static std,Temporal F1,Temporal std,All F1,All std
13,0.520184392660896,0.022491857626341847,0.901059464648425,0.04517315405582352,0.8663059751849271,0.04094471426385343
14,0.49574670737975557,0.03546202672478801,0.8991833111969377,0.047442165170017585,0.8721064918461534,0.038529734847771835
15,0.492246126432385,0.0271589982281954,0.9017892185302211,0.0389597873885178,0.8713697392730742,0.04527878228645997
16,0.5075222663971465,0.03122565287583062,0.900769228852522,0.0381068502686642,0.8561257107901733,0.03984428541299595
17,0.5051682586393791,0.03913551697986079,0.8945361708931273,0.0477437419151933,0.846977200357862,0.04035373561787302
